Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara est un designer de bijoux et son père est un avocat.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice et Ginevra montrent une maîtrise parfaite de la course dans leurs performances respectives et le designer les considère comme ses propres favoris.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Designer Gutzon Borglum a constamment loué Luigi pour ses grandes capacités en tant que carburant de pierre classiquement entraîné : "Il vaut la peine de trois hommes en Amérique pour ce type de travail particulier. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Lorsque le bus hydro s'est désintégré lors de l'atterrissage, le designer principal et son assistant ont été emmenés dans le G-45 pour une descente de test ; ils ont survécu, mais le projet a été annulé.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| Designer de la mode Paul Poiret a commenté dans son autobiographie "Roi de la mode ", " Je verrai toujours Mounet - Sully dans " Oedipus Rex ", aveugle, descendant les pas du temple, et disant avec une voix douce : " enfants du ancien Cadmus, jeunes successeurs. "
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Il est apparu sur la couverture de MIDWEEK et à 23 a été appelé « AMERICA » S HOTTEST DESIGNER « ce mois-ci il a été le vainqueur du VH1 Reality Show appelé « Glam GOD » hébergé par Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (3 juin 1906 – 6 mars 1998) était un designer industriel britannique, connu principalement pour son travail sur les voitures et les vélos.
The Soviets also captured schematics for the gun and the designer himself . ||| Les Soviets ont également capturé des schémas pour l'arme et le designer lui-même.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| L'ancien chef de la conception d'Audi Hartmut Warkuss a vu son talent et son potentiel immédiatement et lui a offert une bourse pour le Royal College of Art à Londres, l'élite internationale de la faculté de design.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italie, le designer Gio Ponti était célèbre pour ses designs rigoureux.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (23 juillet 1934 – 2 juin 2017) était un designer automobile noté pour son travail sur une large gamme de voitures - estimées à plus de huit - de voitures sportives exotiques telles que la Ferrari 365 Californie, De Tomaso Pantera et Aston Martin Lagonda Coupé à haute - volume de voitures populaires telles que la première génération Ford Fiesta ( 1972 ) et la Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Le concepteur de la structure est inconnu, cependant, il était peut-être Jensen lui-même, ou son ami, l'architecte de l'école prairie Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| En dehors de la musique, Shelby est un UX Designer / Graphic Designer / Painter et son travail s'étend des layouts d'album (plus particulièrement Ire Works par The Dillinger Escape Plan ), des logos et des conceptions d'interface.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Il y a eu deux voitures de course de piste durs appelées " Jimmy " et " Jimmy, Jr. " après le designer principal et son fils.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Le designer du fusil, Mikhail Kalashnikov a vécu à Izhevsk jusqu'à sa mort en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Il a été formé de 1701 à 1702 avec le designer de tapis de Bruxelles Lodewijk van Schoor qui s'est établi à Antwerp en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, le designer américain d'armes à feu Jim Sullivan a fourni un entretien vidéo sur ses contributions à la famille des armes M16 / M4 lors du travail pour Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow était le chef du dessin - designer et son travail a été crucial à leur stratégie de normaliser les formes et les composants de la pièce, ce qui augmente l'efficacité et la rentabilité.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Son père était un designer de projecteur du cinéma et son grand-père a fait des pièces pour les machines phonographiques.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén était un designer industriel, et après son diplôme de Columbia, enseignait des cours de conception publicitaire à son alma mater, Cooper Union et The New School, à la fois à Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Le designer a vu ses vêtements originaux au National Museum of Costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| En fait, les modèles jouent essentiellement le même rôle dans l'économie que dans la mode : ils fournissent un cadre articulé sur lequel montrer votre matériel à l'avantage... ; un rôle utile, mais frappé avec les dangers que le designer peut être porté par sa inclination personnelle pour le modèle, tandis que les clients peuvent oublier que le modèle est plus rigoureux que la réalité.
